Date;Zone;Carbon Intensity;consumption;production;import;export;fossilFreePercentage;renewablePercentage;powerConsumptionTotal;powerProductionTotal;powerImportTotal;powerExportTotal
03/05/2020 00:00;PT;136;{'nuclear': 175, 'geothermal': None, 'biomass': 378, 'coal': 9, 'wind': 604, 'solar': 18, 'hydro': 1512, 'gas': 472, 'oil': 6, 'unknown': 32, 'hydro discharge': 664, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 357, 'coal': None, 'wind': 535, 'solar': None, 'hydro': 1367, 'gas': 325, 'oil': None, 'unknown': 28, 'hydro discharge': 664, 'battery discharge': None};{'ES': 594};{'ES': 0};87;82;3870;3276;594;0
03/05/2020 06:00;PT;100;{'nuclear': 105, 'geothermal': None, 'biomass': 341, 'coal': 7, 'wind': 1481, 'solar': 94, 'hydro': 928, 'gas': 383, 'oil': 4, 'unknown': 26, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 356, 'coal': None, 'wind': 1562, 'solar': 59, 'hydro': 925, 'gas': 313, 'oil': None, 'unknown': 25, 'hydro discharge': -275, 'battery discharge': None};{'ES': 403};{'ES': 0};88;84;3368;3240;403;0
03/05/2020 12:00;PT;91;{'nuclear': 211, 'geothermal': 0, 'biomass': 350, 'coal': 7, 'wind': 1778, 'solar': 894, 'hydro': 854, 'gas': 458, 'oil': 8, 'unknown': 29, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 327, 'coal': None, 'wind': 1666, 'solar': 542, 'hydro': 726, 'gas': 275, 'oil': None, 'unknown': 24, 'hydro discharge': -32, 'battery discharge': None};{'ES': 1061};{'ES': 0};89;84;4589;3560;1061;0
03/05/2020 18:00;PT;106;{'nuclear': None, 'geothermal': None, 'biomass': 236, 'coal': None, 'wind': 1003, 'solar': 35, 'hydro': 1622, 'gas': 199, 'oil': None, 'unknown': 19, 'hydro discharge': 1325, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 331, 'coal': None, 'wind': 1404, 'solar': 49, 'hydro': 2272, 'gas': 279, 'oil': None, 'unknown': 26, 'hydro discharge': 1855, 'battery discharge': None};{'ES': 0};{'ES': 1777};95;95;4439;6216;0;1777
04/05/2020 00:00;PT;66;{'nuclear': None, 'geothermal': None, 'biomass': 276, 'coal': None, 'wind': 2392, 'solar': None, 'hydro': 953, 'gas': 265, 'oil': None, 'unknown': 21, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 349, 'coal': None, 'wind': 3027, 'solar': None, 'hydro': 1206, 'gas': 336, 'oil': None, 'unknown': 27, 'hydro discharge': -513, 'battery discharge': None};{'ES': 0};{'ES': 525};93;93;3907;4945;0;525
04/05/2020 06:00;PT;90;{'nuclear': None, 'geothermal': None, 'biomass': 249, 'coal': None, 'wind': 2103, 'solar': 21, 'hydro': 1038, 'gas': 381, 'oil': None, 'unknown': 19, 'hydro discharge': 356, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 326, 'coal': None, 'wind': 2758, 'solar': 27, 'hydro': 1361, 'gas': 499, 'oil': None, 'unknown': 25, 'hydro discharge': 467, 'battery discharge': None};{'ES': 0};{'ES': 1297};90;90;4166;5463;0;1297
04/05/2020 12:00;PT;82;{'nuclear': 70, 'geothermal': None, 'biomass': 313, 'coal': 8, 'wind': 3438, 'solar': 500, 'hydro': 550, 'gas': 555, 'oil': 4, 'unknown': 28, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 329, 'coal': None, 'wind': 3531, 'solar': 412, 'hydro': 537, 'gas': 539, 'oil': None, 'unknown': 28, 'hydro discharge': -478, 'battery discharge': None};{'ES': 569};{'ES': 0};89;88;5467;5376;569;0
04/05/2020 18:00;PT;89;{'nuclear': 153, 'geothermal': None, 'biomass': 312, 'coal': 10, 'wind': 2989, 'solar': 101, 'hydro': 1194, 'gas': 623, 'oil': 10, 'unknown': 30, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 322, 'coal': None, 'wind': 2803, 'solar': 64, 'hydro': 1113, 'gas': 551, 'oil': None, 'unknown': 28, 'hydro discharge': -582, 'battery discharge': None};{'ES': 1122};{'ES': 0};88;85;5421;4881;1122;0
05/05/2020 00:00;PT;115;{'nuclear': 312, 'geothermal': None, 'biomass': 351, 'coal': 14, 'wind': 1844, 'solar': 2, 'hydro': 1027, 'gas': 638, 'oil': 13, 'unknown': 35, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 323, 'coal': None, 'wind': 1462, 'solar': None, 'hydro': 833, 'gas': 380, 'oil': None, 'unknown': 28, 'hydro discharge': -86, 'battery discharge': None};{'ES': 1296};{'ES': 0};83;76;4236;3026;1296;0
05/05/2020 06:00;PT;134;{'nuclear': 8, 'geothermal': None, 'biomass': 281, 'coal': 0, 'wind': 954, 'solar': 45, 'hydro': 1886, 'gas': 757, 'oil': 0, 'unknown': 27, 'hydro discharge': 299, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 280, 'coal': None, 'wind': 947, 'solar': 43, 'hydro': 1876, 'gas': 750, 'oil': None, 'unknown': 27, 'hydro discharge': 299, 'battery discharge': None};{'ES': 37};{'ES': 0};82;81;4259;4222;37;0
05/05/2020 12:00;PT;144;{'nuclear': 109, 'geothermal': None, 'biomass': 270, 'coal': 6, 'wind': 991, 'solar': 664, 'hydro': 2101, 'gas': 1195, 'oil': 5, 'unknown': 32, 'hydro discharge': 73, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 257, 'coal': None, 'wind': 928, 'solar': 527, 'hydro': 2008, 'gas': 1131, 'oil': None, 'unknown': 29, 'hydro discharge': 72, 'battery discharge': None};{'ES': 494};{'ES': 0};77;75;5446;4952;494;0
05/05/2020 18:00;PT;157;{'nuclear': None, 'geothermal': None, 'biomass': 209, 'coal': None, 'wind': 824, 'solar': 46, 'hydro': 2095, 'gas': 1014, 'oil': None, 'unknown': 22, 'hydro discharge': 1140, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 263, 'coal': None, 'wind': 1038, 'solar': 58, 'hydro': 2639, 'gas': 1277, 'oil': None, 'unknown': 28, 'hydro discharge': 1436, 'battery discharge': None};{'ES': 0};{'ES': 1388};81;81;5351;6739;0;1388
06/05/2020 00:00;PT;156;{'nuclear': 382, 'geothermal': None, 'biomass': 303, 'coal': 26, 'wind': 899, 'solar': 20, 'hydro': 1559, 'gas': 978, 'oil': 15, 'unknown': 39, 'hydro discharge': 4, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 265, 'coal': None, 'wind': 714, 'solar': None, 'hydro': 1265, 'gas': 672, 'oil': None, 'unknown': 31, 'hydro discharge': -54, 'battery discharge': None};{'ES': 1332};{'ES': 0};75;66;4225;2947;1332;0
06/05/2020 06:00;PT;177;{'nuclear': None, 'geothermal': None, 'biomass': 233, 'coal': None, 'wind': 166, 'solar': 29, 'hydro': 1869, 'gas': 886, 'oil': None, 'unknown': 23, 'hydro discharge': 1102, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 317, 'coal': None, 'wind': 226, 'solar': 39, 'hydro': 2546, 'gas': 1207, 'oil': None, 'unknown': 31, 'hydro discharge': 1502, 'battery discharge': None};{'ES': 0};{'ES': 1561};79;79;4307;5868;0;1561
06/05/2020 12:00;PT;189;{'nuclear': 206, 'geothermal': None, 'biomass': 359, 'coal': 14, 'wind': 191, 'solar': 823, 'hydro': 1937, 'gas': 1536, 'oil': 10, 'unknown': 39, 'hydro discharge': 379, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 336, 'coal': None, 'wind': 150, 'solar': 548, 'hydro': 1729, 'gas': 1411, 'oil': None, 'unknown': 34, 'hydro discharge': 379, 'battery discharge': None};{'ES': 907};{'ES': 0};71;67;5494;4587;907;0
06/05/2020 18:00;PT;180;{'nuclear': None, 'geothermal': None, 'biomass': 265, 'coal': None, 'wind': 477, 'solar': 40, 'hydro': 2177, 'gas': 1236, 'oil': None, 'unknown': 29, 'hydro discharge': 1212, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 322, 'coal': None, 'wind': 579, 'solar': 49, 'hydro': 2644, 'gas': 1501, 'oil': None, 'unknown': 35, 'hydro discharge': 1472, 'battery discharge': None};{'ES': 0};{'ES': 1166};77;77;5436;6602;0;1166
07/05/2020 00:00;PT;149;{'nuclear': 365, 'geothermal': None, 'biomass': 363, 'coal': 25, 'wind': 1395, 'solar': 14, 'hydro': 1099, 'gas': 894, 'oil': 14, 'unknown': 41, 'hydro discharge': 3, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 340, 'coal': None, 'wind': 1164, 'solar': None, 'hydro': 909, 'gas': 655, 'oil': None, 'unknown': 34, 'hydro discharge': -227, 'battery discharge': None};{'ES': 1337};{'ES': 0};77;68;4212;3102;1337;0
07/05/2020 06:00;PT;161;{'nuclear': None, 'geothermal': None, 'biomass': 278, 'coal': None, 'wind': 1115, 'solar': 36, 'hydro': 1450, 'gas': 988, 'oil': None, 'unknown': 27, 'hydro discharge': 402, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 343, 'coal': None, 'wind': 1375, 'solar': 44, 'hydro': 1788, 'gas': 1218, 'oil': None, 'unknown': 33, 'hydro discharge': 496, 'battery discharge': None};{'ES': 0};{'ES': 1001};76;76;4296;5297;0;1001
07/05/2020 12:00;PT;190;{'nuclear': 411, 'geothermal': None, 'biomass': 372, 'coal': 29, 'wind': 879, 'solar': 909, 'hydro': 1115, 'gas': 1613, 'oil': 18, 'unknown': 42, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 339, 'coal': None, 'wind': 430, 'solar': 514, 'hydro': 847, 'gas': 1418, 'oil': None, 'unknown': 32, 'hydro discharge': -260, 'battery discharge': None};{'ES': 2068};{'ES': 0};68;61;5388;3580;2068;0
07/05/2020 18:00;PT;194;{'nuclear': None, 'geothermal': None, 'biomass': 342, 'coal': None, 'wind': 599, 'solar': 44, 'hydro': 2020, 'gas': 1469, 'oil': None, 'unknown': 33, 'hydro discharge': 906, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 349, 'coal': None, 'wind': 611, 'solar': 45, 'hydro': 2062, 'gas': 1499, 'oil': None, 'unknown': 34, 'hydro discharge': 925, 'battery discharge': None};{'ES': 0};{'ES': 112};72;72;5413;5525;0;112
08/05/2020 00:00;PT;171;{'nuclear': 425, 'geothermal': None, 'biomass': 406, 'coal': 34, 'wind': 916, 'solar': 2, 'hydro': 1342, 'gas': 1043, 'oil': 19, 'unknown': 44, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 354, 'coal': None, 'wind': 388, 'solar': None, 'hydro': 1068, 'gas': 706, 'oil': None, 'unknown': 32, 'hydro discharge': -57, 'battery discharge': None};{'ES': 1741};{'ES': 0};73;63;4232;2548;1741;0
08/05/2020 06:00;PT;180;{'nuclear': 54, 'geothermal': None, 'biomass': 354, 'coal': 4, 'wind': 552, 'solar': 55, 'hydro': 1579, 'gas': 1004, 'oil': 2, 'unknown': 34, 'hydro discharge': 656, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 348, 'coal': None, 'wind': 520, 'solar': 40, 'hydro': 1526, 'gas': 965, 'oil': None, 'unknown': 33, 'hydro discharge': 656, 'battery discharge': None};{'ES': 208};{'ES': 0};76;74;4296;4088;208;0
08/05/2020 12:00;PT;160;{'nuclear': 184, 'geothermal': None, 'biomass': 373, 'coal': 13, 'wind': 1171, 'solar': 590, 'hydro': 1555, 'gas': 1264, 'oil': 9, 'unknown': 38, 'hydro discharge': 231, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 352, 'coal': None, 'wind': 1066, 'solar': 345, 'hydro': 1433, 'gas': 1150, 'oil': None, 'unknown': 33, 'hydro discharge': 231, 'battery discharge': None};{'ES': 815};{'ES': 0};76;72;5425;4610;815;0
08/05/2020 18:00;PT;178;{'nuclear': None, 'geothermal': None, 'biomass': 335, 'coal': None, 'wind': 769, 'solar': 47, 'hydro': 1708, 'gas': 1113, 'oil': None, 'unknown': 31, 'hydro discharge': 1316, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 356, 'coal': None, 'wind': 817, 'solar': 50, 'hydro': 1816, 'gas': 1183, 'oil': None, 'unknown': 33, 'hydro discharge': 1399, 'battery discharge': None};{'ES': 0};{'ES': 335};78;78;5319;5654;0;335
09/05/2020 00:00;PT;146;{'nuclear': 414, 'geothermal': None, 'biomass': 402, 'coal': 50, 'wind': 610, 'solar': 22, 'hydro': 1801, 'gas': 752, 'oil': 20, 'unknown': 45, 'hydro discharge': 1, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 348, 'coal': None, 'wind': 298, 'solar': None, 'hydro': 1357, 'gas': 332, 'oil': None, 'unknown': 32, 'hydro discharge': -9, 'battery discharge': None};{'ES': 1760};{'ES': 0};79;69;4118;2367;1760;0
09/05/2020 06:00;PT;131;{'nuclear': 234, 'geothermal': None, 'biomass': 375, 'coal': 25, 'wind': 932, 'solar': 85, 'hydro': 1335, 'gas': 587, 'oil': 10, 'unknown': 36, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 350, 'coal': None, 'wind': 827, 'solar': 35, 'hydro': 1169, 'gas': 374, 'oil': None, 'unknown': 30, 'hydro discharge': -12, 'battery discharge': None};{'ES': 846};{'ES': 0};82;75;3619;2785;846;0
09/05/2020 12:00;PT;118;{'nuclear': 418, 'geothermal': None, 'biomass': 328, 'coal': 42, 'wind': 2053, 'solar': 608, 'hydro': 568, 'gas': 721, 'oil': 17, 'unknown': 31, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 350, 'coal': None, 'wind': 2036, 'solar': 235, 'hydro': 436, 'gas': 481, 'oil': None, 'unknown': 25, 'hydro discharge': -1127, 'battery discharge': None};{'ES': 2348};{'ES': 0};83;74;4784;3563;2348;0
09/05/2020 18:00;PT;114;{'nuclear': 380, 'geothermal': None, 'biomass': 369, 'coal': 42, 'wind': 1798, 'solar': 77, 'hydro': 1462, 'gas': 688, 'oil': 16, 'unknown': 34, 'hydro discharge': 2, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 350, 'coal': None, 'wind': 1532, 'solar': 46, 'hydro': 1176, 'gas': 353, 'oil': None, 'unknown': 25, 'hydro discharge': -378, 'battery discharge': None};{'ES': 1765};{'ES': 0};84;76;4869;3482;1765;0
10/05/2020 00:00;PT;143;{'nuclear': 470, 'geothermal': None, 'biomass': 385, 'coal': 30, 'wind': 936, 'solar': 3, 'hydro': 1271, 'gas': 737, 'oil': 17, 'unknown': 36, 'hydro discharge': 2, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 347, 'coal': None, 'wind': 647, 'solar': None, 'hydro': 1005, 'gas': 328, 'oil': None, 'unknown': 25, 'hydro discharge': -233, 'battery discharge': None};{'ES': 1767};{'ES': 0};79;67;3886;2352;1767;0
10/05/2020 12:00;PT;119;{'nuclear': 544, 'geothermal': 0, 'biomass': 364, 'coal': 32, 'wind': 1370, 'solar': 841, 'hydro': 677, 'gas': 647, 'oil': 19, 'unknown': 35, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 336, 'coal': None, 'wind': 699, 'solar': 417, 'hydro': 397, 'gas': 321, 'oil': None, 'unknown': 24, 'hydro discharge': -538, 'battery discharge': None};{'ES': 2873};{'ES': 0};84;72;4529;2194;2873;0
10/05/2020 18:00;PT;107;{'nuclear': 284, 'geothermal': None, 'biomass': 370, 'coal': 23, 'wind': 1831, 'solar': 85, 'hydro': 1295, 'gas': 588, 'oil': 13, 'unknown': 32, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 339, 'coal': None, 'wind': 1351, 'solar': 31, 'hydro': 1030, 'gas': 318, 'oil': None, 'unknown': 24, 'hydro discharge': -186, 'battery discharge': None};{'ES': 1615};{'ES': 0};85;79;4522;3093;1615;0
11/05/2020 00:00;PT;115;{'nuclear': 412, 'geothermal': None, 'biomass': 316, 'coal': 26, 'wind': 1779, 'solar': 1, 'hydro': 743, 'gas': 576, 'oil': 16, 'unknown': 29, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 347, 'coal': None, 'wind': 1561, 'solar': None, 'hydro': 679, 'gas': 337, 'oil': None, 'unknown': 25, 'hydro discharge': -1204, 'battery discharge': None};{'ES': 2154};{'ES': 0};83;73;3899;2949;2154;0
11/05/2020 06:00;PT;123;{'nuclear': 232, 'geothermal': None, 'biomass': 351, 'coal': 25, 'wind': 1753, 'solar': 101, 'hydro': 912, 'gas': 656, 'oil': 11, 'unknown': 29, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 344, 'coal': None, 'wind': 1490, 'solar': 42, 'hydro': 771, 'gas': 515, 'oil': None, 'unknown': 24, 'hydro discharge': -157, 'battery discharge': None};{'ES': 1041};{'ES': 0};82;77;4070;3186;1041;0
11/05/2020 12:00;PT;124;{'nuclear': 358, 'geothermal': None, 'biomass': 373, 'coal': 31, 'wind': 1518, 'solar': 731, 'hydro': 1269, 'gas': 764, 'oil': 19, 'unknown': 32, 'hydro discharge': 364, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 327, 'coal': None, 'wind': 939, 'solar': 390, 'hydro': 996, 'gas': 532, 'oil': None, 'unknown': 22, 'hydro discharge': 364, 'battery discharge': None};{'ES': 1888};{'ES': 0};84;78;5458;3570;1888;0
11/05/2020 18:00;PT;162;{'nuclear': None, 'geothermal': None, 'biomass': 325, 'coal': None, 'wind': 912, 'solar': 54, 'hydro': 1844, 'gas': 988, 'oil': None, 'unknown': 23, 'hydro discharge': 1382, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 331, 'coal': None, 'wind': 929, 'solar': 55, 'hydro': 1879, 'gas': 1007, 'oil': None, 'unknown': 23, 'hydro discharge': 1408, 'battery discharge': None};{'ES': 0};{'ES': 106};82;82;5526;5632;0;106
12/05/2020 00:00;PT;216;{'nuclear': 273, 'geothermal': None, 'biomass': 374, 'coal': 20, 'wind': 352, 'solar': 5, 'hydro': 1669, 'gas': 1489, 'oil': 12, 'unknown': 40, 'hydro discharge': 1, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 341, 'coal': None, 'wind': 173, 'solar': None, 'hydro': 1452, 'gas': 1265, 'oil': None, 'unknown': 33, 'hydro discharge': -9, 'battery discharge': None};{'ES': 979};{'ES': 0};63;57;4234;3264;979;0
12/05/2020 06:00;PT;199;{'nuclear': None, 'geothermal': None, 'biomass': 221, 'coal': None, 'wind': 86, 'solar': 19, 'hydro': 1748, 'gas': 1080, 'oil': None, 'unknown': 23, 'hydro discharge': 1204, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 342, 'coal': None, 'wind': 133, 'solar': 30, 'hydro': 2707, 'gas': 1673, 'oil': None, 'unknown': 35, 'hydro discharge': 1864, 'battery discharge': None};{'ES': 0};{'ES': 2403};75;75;4381;6784;0;2403
12/05/2020 12:00;PT;206;{'nuclear': None, 'geothermal': None, 'biomass': 265, 'coal': None, 'wind': 219, 'solar': 283, 'hydro': 1910, 'gas': 1528, 'oil': None, 'unknown': 26, 'hydro discharge': 1349, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 322, 'coal': None, 'wind': 266, 'solar': 343, 'hydro': 2319, 'gas': 1855, 'oil': None, 'unknown': 31, 'hydro discharge': 1638, 'battery discharge': None};{'ES': 0};{'ES': 1194};72;72;5580;6774;0;1194
12/05/2020 18:00;PT;192;{'nuclear': None, 'geothermal': None, 'biomass': 226, 'coal': 64, 'wind': 416, 'solar': 34, 'hydro': 2141, 'gas': 1279, 'oil': None, 'unknown': 24, 'hydro discharge': 1269, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 331, 'coal': 93, 'wind': 608, 'solar': 49, 'hydro': 3129, 'gas': 1869, 'oil': None, 'unknown': 35, 'hydro discharge': 1855, 'battery discharge': None};{'ES': 0};{'ES': 2517};75;75;5452;7969;0;2517
13/05/2020 00:00;PT;206;{'nuclear': 197, 'geothermal': None, 'biomass': 363, 'coal': 14, 'wind': 609, 'solar': 0, 'hydro': 1579, 'gas': 1418, 'oil': 8, 'unknown': 40, 'hydro discharge': 2, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 341, 'coal': None, 'wind': 477, 'solar': None, 'hydro': 1444, 'gas': 1272, 'oil': None, 'unknown': 35, 'hydro discharge': -7, 'battery discharge': None};{'ES': 668};{'ES': 0};65;60;4230;3569;668;0
13/05/2020 06:00;PT;170;{'nuclear': None, 'geothermal': None, 'biomass': 242, 'coal': None, 'wind': 807, 'solar': 42, 'hydro': 1617, 'gas': 1038, 'oil': None, 'unknown': 23, 'hydro discharge': 547, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 342, 'coal': None, 'wind': 1139, 'solar': 60, 'hydro': 2283, 'gas': 1466, 'oil': None, 'unknown': 32, 'hydro discharge': 773, 'battery discharge': None};{'ES': 0};{'ES': 1779};75;75;4316;6095;0;1779
13/05/2020 12:00;PT;175;{'nuclear': None, 'geothermal': None, 'biomass': 262, 'coal': None, 'wind': 984, 'solar': 123, 'hydro': 2213, 'gas': 1504, 'oil': None, 'unknown': 27, 'hydro discharge': 566, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 316, 'coal': None, 'wind': 1187, 'solar': 148, 'hydro': 2669, 'gas': 1814, 'oil': None, 'unknown': 32, 'hydro discharge': 682, 'battery discharge': None};{'ES': 0};{'ES': 1169};73;73;5679;6848;0;1169
13/05/2020 18:00;PT;210;{'nuclear': None, 'geothermal': None, 'biomass': 288, 'coal': 100, 'wind': 777, 'solar': 26, 'hydro': 2055, 'gas': 1683, 'oil': None, 'unknown': 29, 'hydro discharge': 654, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 318, 'coal': 110, 'wind': 859, 'solar': 29, 'hydro': 2271, 'gas': 1860, 'oil': None, 'unknown': 32, 'hydro discharge': 723, 'battery discharge': None};{'ES': 0};{'ES': 590};68;68;5612;6202;0;590
14/05/2020 00:00;PT;203;{'nuclear': 153, 'geothermal': None, 'biomass': 366, 'coal': 6, 'wind': 970, 'solar': 2, 'hydro': 1279, 'gas': 1429, 'oil': 6, 'unknown': 36, 'hydro discharge': 12, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 349, 'coal': None, 'wind': 871, 'solar': None, 'hydro': 1194, 'gas': 1314, 'oil': None, 'unknown': 32, 'hydro discharge': 12, 'battery discharge': None};{'ES': 487};{'ES': 0};65;62;4259;3772;487;0
14/05/2020 06:00;PT;210;{'nuclear': None, 'geothermal': None, 'biomass': 292, 'coal': None, 'wind': 584, 'solar': 44, 'hydro': 1695, 'gas': 1513, 'oil': None, 'unknown': 27, 'hydro discharge': 160, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 349, 'coal': None, 'wind': 697, 'solar': 52, 'hydro': 2024, 'gas': 1807, 'oil': None, 'unknown': 32, 'hydro discharge': 191, 'battery discharge': None};{'ES': 0};{'ES': 837};64;64;4315;5152;0;837
14/05/2020 12:00;PT;205;{'nuclear': 153, 'geothermal': None, 'biomass': 360, 'coal': 6, 'wind': 497, 'solar': 390, 'hydro': 2226, 'gas': 1957, 'oil': 8, 'unknown': 37, 'hydro discharge': 92, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 342, 'coal': None, 'wind': 309, 'solar': 302, 'hydro': 2089, 'gas': 1851, 'oil': None, 'unknown': 33, 'hydro discharge': 92, 'battery discharge': None};{'ES': 707};{'ES': 0};65;62;5725;5018;707;0
14/05/2020 18:00;PT;208;{'nuclear': 1, 'geothermal': None, 'biomass': 342, 'coal': 0, 'wind': 548, 'solar': 33, 'hydro': 2295, 'gas': 1847, 'oil': 0, 'unknown': 32, 'hydro discharge': 619, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 342, 'coal': None, 'wind': 547, 'solar': 33, 'hydro': 2294, 'gas': 1846, 'oil': None, 'unknown': 32, 'hydro discharge': 619, 'battery discharge': None};{'ES': 5};{'ES': 0};67;67;5718;5713;5;0
15/05/2020 00:00;PT;180;{'nuclear': 317, 'geothermal': None, 'biomass': 375, 'coal': 13, 'wind': 1415, 'solar': 8, 'hydro': 869, 'gas': 1209, 'oil': 14, 'unknown': 41, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 337, 'coal': None, 'wind': 1013, 'solar': None, 'hydro': 684, 'gas': 986, 'oil': None, 'unknown': 33, 'hydro discharge': -11, 'battery discharge': None};{'ES': 1218};{'ES': 0};70;63;4260;3053;1218;0
15/05/2020 06:00;PT;194;{'nuclear': None, 'geothermal': None, 'biomass': 292, 'coal': None, 'wind': 887, 'solar': 57, 'hydro': 1384, 'gas': 1300, 'oil': None, 'unknown': 27, 'hydro discharge': 394, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 339, 'coal': None, 'wind': 1029, 'solar': 66, 'hydro': 1606, 'gas': 1508, 'oil': None, 'unknown': 31, 'hydro discharge': 457, 'battery discharge': None};{'ES': 0};{'ES': 696};69;69;4340;5036;0;696
15/05/2020 12:00;PT;186;{'nuclear': 350, 'geothermal': None, 'biomass': 377, 'coal': 15, 'wind': 978, 'solar': 716, 'hydro': 1362, 'gas': 1646, 'oil': 18, 'unknown': 41, 'hydro discharge': 18, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 335, 'coal': None, 'wind': 562, 'solar': 445, 'hydro': 1043, 'gas': 1420, 'oil': None, 'unknown': 32, 'hydro discharge': 16, 'battery discharge': None};{'ES': 1668};{'ES': 0};69;63;5521;3853;1668;0
15/05/2020 18:00;PT;185;{'nuclear': 191, 'geothermal': None, 'biomass': 371, 'coal': 9, 'wind': 1033, 'solar': 49, 'hydro': 1949, 'gas': 1588, 'oil': 11, 'unknown': 37, 'hydro discharge': 255, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 346, 'coal': None, 'wind': 728, 'solar': 28, 'hydro': 1774, 'gas': 1452, 'oil': None, 'unknown': 32, 'hydro discharge': 253, 'battery discharge': None};{'ES': 879};{'ES': 0};70;67;5492;4613;879;0
16/05/2020 00:00;PT;100;{'nuclear': 145, 'geothermal': None, 'biomass': 366, 'coal': 14, 'wind': 2483, 'solar': 5, 'hydro': 635, 'gas': 513, 'oil': 8, 'unknown': 35, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 360, 'coal': None, 'wind': 2332, 'solar': None, 'hydro': 553, 'gas': 377, 'oil': None, 'unknown': 32, 'hydro discharge': -207, 'battery discharge': None};{'ES': 757};{'ES': 0};86;83;4204;3654;757;0
16/05/2020 06:00;PT;100;{'nuclear': 134, 'geothermal': None, 'biomass': 288, 'coal': 13, 'wind': 2043, 'solar': 79, 'hydro': 599, 'gas': 445, 'oil': 8, 'unknown': 29, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': None, 'biomass': 312, 'coal': None, 'wind': 2137, 'solar': 52, 'hydro': 558, 'gas': 341, 'oil': None, 'unknown': 29, 'hydro discharge': -608, 'battery discharge': None};{'ES': 817};{'ES': 0};86;83;3638;3429;817;0
