;date;totale production;total consumption;diff conso / prod (%);carbon production (kg);new carbon production (kg)
;09/04/2020 12:00;258631;247770;4.199419249819241;45186330;30462792
;09/04/2020 18:00;241465;245426;-1.6404033710889776;54650125;40796528
;10/04/2020 00:00;196708;191879;2.454907782093255;39620853;27972674
;10/04/2020 06:00;216672;214411;1.043512775070152;44537715;32659382
;10/04/2020 12:00;241873;229245;5.220921723383759;42427723;28436884
;10/04/2020 18:00;232612;232959;-0.14917545096555637;51934771;39407719
;11/04/2020 00:00;186914;186765;0.0797158051296318;37954149;25911664
;11/04/2020 06:00;197920;199881;-0.9908043654001617;40977240;27840930
;11/04/2020 12:00;228645;217688;4.79214502831901;43125434;26465993
;11/04/2020 18:00;219594;225400;-2.6439702359809467;51253512;36399189
;12/04/2020 00:00;180388;180704;-0.17517794975275516;33255464;20062805
;12/04/2020 06:00;190206;188462;0.9169006235344836;36197396;21671301
;12/04/2020 12:00;221068;206801;6.45367036386994;39265731;20679818
;12/04/2020 18:00;210991;217096;-2.8934883478442206;40834797;27018406
;13/04/2020 00:00;183975;178834;2.794401413235494;32377424;17097174
;13/04/2020 06:00;198594;193133;2.749831314138393;33640499;19384301
;13/04/2020 12:00;227061;213630;5.915150554256345;34302695;18924882
;13/04/2020 18:00;225240;221559;1.6342567927543954;38381616;25009644
;14/04/2020 00:00;201251;191952;4.620598158518467;33834370;20069412
;14/04/2020 06:00;245939;248902;-1.2047702885674905;48942835;34418135
;14/04/2020 12:00;260211;256393;1.4672707917805166;43194880;29486688
;14/04/2020 18:00;250011;252625;-1.0455539956241926;54366694;38233620
;15/04/2020 00:00;214288;204804;4.425819457925782;37971315;24049616
;15/04/2020 06:00;254481;252768;0.6731347330449031;49331727;33610462
;15/04/2020 12:00;269301;256660;4.694004106928679;43188391;27473826
;15/04/2020 18:00;252132;252407;-0.10906985229958911;57062820;39828464
;16/04/2020 00:00;215528;200426;7.006978211647674;43542796;26981018
;16/04/2020 06:00;251249;246039;2.0736400940899267;54147188;37171155
;16/04/2020 12:00;267454;252500;5.591241858413035;45028917;27992251
;16/04/2020 18:00;255264;252204;1.1987589319292966;58886133;41230290
;17/04/2020 00:00;212682;198306;6.759387254210511;45672770;29374609
;17/04/2020 06:00;246920;242297;1.872266321075652;55111592;37755062
;17/04/2020 12:00;266077;249123;6.371839730604299;47276594;30187619
;17/04/2020 18:00;248460;245008;1.389358448039926;56513167;39965323
;18/04/2020 00:00;196361;192803;1.8119687718029547;37309439;24199374
;18/04/2020 06:00;205427;204512;0.4454136992703004;40382498;26981018
;18/04/2020 12:00;237326;227826;4.002932674886022;40581546;25608477
;18/04/2020 18:00;228730;231114;-1.042276920386482;45671881;31174476
;19/04/2020 00:00;188942;184528;2.3361666543171977;35878533;21459752
;19/04/2020 06:00;194398;188501;3.033467422504347;35627319;20892783
;19/04/2020 12:00;236926;220393;6.978128191924905;40074120;21279365
;19/04/2020 18:00;227073;221492;2.45779991456492;38918333;24416869
;20/04/2020 00:00;196074;184692;5.804951191896937;33499172;18691048
;20/04/2020 06:00;240811;239979;0.34549916739683817;43726542;29365607
;20/04/2020 12:00;271387;256132;5.62112407742449;42186900;24257630
;20/04/2020 18:00;249884;246624;1.3046053368763104;41572312;27744143
;21/04/2020 00:00;207823;196427;5.483512412004446;33837416;19050147
;21/04/2020 06:00;249471;247155;0.9283644191108384;42648124;28452108
;21/04/2020 12:00;274485;260403;5.130334990983114;42517038;24466191
;21/04/2020 18:00;253773;249564;1.6585688784858907;42971830;29291369
;22/04/2020 00:00;211912;198261;6.441824908452565;34931078;20680792
;22/04/2020 06:00;251699;250014;0.6694504149797973;46166960;32326456
;22/04/2020 12:00;271172;259573;4.277359019367781;43826059;27394717
;22/04/2020 18:00;248043;251348;-1.332430264107433;47680816;33921949
;23/04/2020 00:00;206885;198535;4.036058679942964;39139870;25987016
;23/04/2020 06:00;248253;246317;0.7798495889274248;56660315;41310234
;23/04/2020 12:00;264578;252714;4.4841218846616115;49325286;33629833
;23/04/2020 18:00;243949;246602;-1.0875223919753718;60466682;44662578
;24/04/2020 00:00;203998;199080;2.41080794909754;45332878;31621765
;24/04/2020 06:00;241754;243038;-0.5311184096230052;54395882;38380095
;24/04/2020 12:00;261236;249373;4.541104595078779;43358346;26850135
;24/04/2020 18:00;239008;242646;-1.522124782434061;46301421;32567898
;25/04/2020 00:00;198524;194037;2.2601801293546373;35773713;22762357
;25/04/2020 06:00;199879;204688;-2.4059556031399;37544418;24757321
;25/04/2020 12:00;233299;226367;2.9712943475968605;41159895;24484673
;25/04/2020 18:00;222644;227667;-2.256067982968326;47536312;33602701
;26/04/2020 00:00;181974;184273;-1.2633672942288459;36713729;24654295
;26/04/2020 06:00;188241;187476;0.40639393118396094;37543305;24170508
;26/04/2020 12:00;225421;211049;6.375626050811592;39843630;23541942
;26/04/2020 18:00;219709;222647;-1.3372233272191854;54373611;37823618
;27/04/2020 00:00;196025;189147;3.5087361305955875;45033815;29634840
;27/04/2020 06:00;241292;237267;1.6681033768214444;58998689;41294301
;27/04/2020 12:00;264079;249817;5.400656621692751;54282296;36411880
;27/04/2020 18:00;249133;249657;-0.21032942243701158;62982884;45291094
;28/04/2020 00:00;207750;197787;4.795667870036101;47361430;31719050
;28/04/2020 06:00;249135;247827;0.5250165572882173;60618252;42847341
;28/04/2020 12:00;268458;259586;3.304800005959964;57014049;39718108
;28/04/2020 18:00;254024;252560;0.5763234969924101;61584135;43104344
;29/04/2020 00:00;210841;199312;5.468101555200365;44559526;27953104
;29/04/2020 06:00;250321;249436;0.3535460468758115;59660297;40891589
;29/04/2020 12:00;260816;252156;3.320348444880682;53134644;35041869
;29/04/2020 18:00;248988;250137;-0.46146802255530384;58955799;40253244
;30/04/2020 00:00;209937;202552;3.517721983261645;35631270;20904498
;30/04/2020 06:00;245589;245879;-0.11808346465028972;46302979;31404725
;30/04/2020 12:00;264602;253446;4.216143490978904;42633447;26959534
;30/04/2020 18:00;240382;243402;-1.2563336689103177;50178622;34013683
;01/05/2020 00:00;206521;195804;5.189302782767854;33453468;18715190
;01/05/2020 06:00;215250;206674;3.9842044134727064;33955852;19338759
;01/05/2020 12:00;240229;224848;6.402640813557064;38540059;21855862
;01/05/2020 18:00;223289;226332;-1.362807840959474;42132508;27522223
;02/05/2020 00:00;196101;188331;3.9622439457218475;33614865;19200863
;02/05/2020 06:00;207070;205436;0.7891051335297242;36785791;22653516
;02/05/2020 12:00;238115;226360;4.93669025470886;38505143;22355004
;02/05/2020 18:00;218962;225450;-2.963071217836885;42775260;27925598
;03/05/2020 00:00;180639;184007;-1.8644921639291625;33039659;20280708
;03/05/2020 06:00;188764;188808;-0.023309529359411753;34552929;20307733
;03/05/2020 12:00;217295;210634;3.065417980165213;37762246;20968476
;03/05/2020 18:00;213663;220798;-3.339370878439411;47933785;32212245
;04/05/2020 00:00;191115;186341;2.497972424979724;41973457;26140584
;04/05/2020 06:00;246293;247035;-0.30126718989171436;60157020;41371343
;04/05/2020 12:00;271131;256838;5.271621467113683;55594262;36389724
;04/05/2020 18:00;253350;248155;2.050522991908427;56328726;37977692
;05/05/2020 00:00;212350;197437;7.022839651518719;42731190;26851059
;05/05/2020 06:00;250369;247130;1.2936905128031027;56424432;38566293
;05/05/2020 12:00;245746;240079;2.306039569311403;49857116;32075944
;05/05/2020 18:00;238826;234738;1.7117064306231315;52606162;35820820
;06/05/2020 00:00;209513;200214;4.438388071384592;45814236;30020213
;06/05/2020 06:00;255538;252981;1.0006339565935398;59824380;41438147
;06/05/2020 12:00;276518;259814;6.040836401246935;51720527;32929810
;06/05/2020 18:00;251415;249701;0.6817413439929997;57593031;39792160
;07/05/2020 00:00;214827;200495;6.671414673202158;47646114;30535080
;07/05/2020 06:00;257786;249355;3.2705422327046465;62059381;42131541
;07/05/2020 12:00;270745;257012;5.072300504164435;55397084;34573653
;07/05/2020 18:00;246684;246768;-0.03405166123461595;62817631;45173207
;08/05/2020 00:00;205468;196687;4.273658185216189;49844614;34297156
;08/05/2020 06:00;240928;236295;1.9229811395935714;58210199;40639173
;08/05/2020 12:00;261319;244006;6.625235822883142;51506425;33615325
;08/05/2020 18:00;235801;234364;0.6094121738245385;59428004;41517725
;09/05/2020 00:00;194430;190065;2.2450239160623364;44133739;29976357
;09/05/2020 06:00;203770;202845;0.45394317122245664;44919527;30482899
;09/05/2020 12:00;235101;223175;5.072713429547301;45839196;27569555
;09/05/2020 18:00;223015;224340;-0.5941304396565253;51505422;35716523
;10/05/2020 00:00;182565;183114;-0.3007148139018979;36106209;22766414
;10/05/2020 06:00;183853;188558;-2.559109723529124;36166459;22371225
;10/05/2020 12:00;225736;218029;3.414165219548499;38431680;19692973
;10/05/2020 18:00;222772;219958;1.2631749052843266;37882609;21893552
;11/05/2020 00:00;203442;187144;8.0111284788785;32844820;15783874
;11/05/2020 06:00;252823;253387;-0.22308096969025762;45270508;28163996
;11/05/2020 12:00;282282;271045;3.980771002047598;45321092;26296895
;11/05/2020 18:00;253174;255509;-0.9222905985606736;46454504;30416779
;12/05/2020 00:00;209200;207846;0.6472275334608031;39660652;25249009
;12/05/2020 06:00;261100;260712;0.14860206817311375;59950776;41545696
;12/05/2020 12:00;277231;267197;3.6193643567999247;55921140;37073727
;12/05/2020 18:00;254960;255180;-0.0862880451835582;62080758;43701321
;13/05/2020 00:00;227243;220707;2.8762162090801477;54768502;36309010
;13/05/2020 06:00;257388;258447;-0.4114410928248403;64079870;44473413
;13/05/2020 12:00;270610;267350;1.2046857100624515;61609085;42793722
;13/05/2020 18:00;258714;258355;0.13876326754640259;62283019;43413221
;14/05/2020 00:00;222938;219330;1.6183871749096164;51746867;35298942
;14/05/2020 06:00;257251;256995;0.09951370451426816;61797433;43483000
;14/05/2020 12:00;266748;261655;1.9092926657369502;58601249;41158674
;14/05/2020 18:00;254309;254542;-0.09162082348638861;59356840;42086279
;15/05/2020 00:00;215550;204086;5.318487589886337;46869782;29413975
;15/05/2020 06:00;257333;255979;0.5261664846716123;60371713;41511265
;15/05/2020 12:00;272368;259503;4.723388944369383;54647102;35902765
;15/05/2020 18:00;245601;245922;-0.13069979356761577;54725355;37032246
;16/05/2020 00:00;201663;197950;1.8411905009843152;40118008;24670097
;16/05/2020 06:00;217044;211238;2.675033633733252;41236083;24018232
;16/05/2020 12:00;244961;231811;5.368201468805238;43161515;23524759
;16/05/2020 18:00;224843;226386;-0.6862566324057231;47964206;31147594
;17/05/2020 00:00;184257;185329;-0.5817960783036736;35667848;20751199
;17/05/2020 06:00;195003;192763;1.1487002764060041;35665268;19951082
;17/05/2020 12:00;232865;217853;6.446653640521332;38763292;19224817
;17/05/2020 18:00;215301;219536;-1.967013622788561;42289352;26589091
;18/05/2020 00:00;192549;189749;1.4541753008325153;37938921;21395697
;18/05/2020 06:00;252634;254672;-0.8067006024525598;58420299;38440363
;18/05/2020 12:00;281529;266743;5.252034426293561;55089480;34627941
;18/05/2020 18:00;247956;249550;-0.6428559905789737;59247206;41093401
;19/05/2020 00:00;207065;198880;3.9528650423779976;46427663;29696251
;19/05/2020 06:00;256944;255207;0.6760227909583411;62392170;43272144
;19/05/2020 12:00;280710;268158;4.471518649139681;59766166;39358474
;19/05/2020 18:00;249642;250354;-0.2852084184552279;65506128;46361015
;20/05/2020 00:00;206921;201711;2.5178691384634715;50883707;34949213
;20/05/2020 06:00;257359;256003;0.5268904526362008;68481654;48113947
;20/05/2020 12:00;272763;264182;3.1459545466210597;63714385;42620064
;20/05/2020 18:00;245693;247150;-0.5930164880562327;63214287;45242737
;21/05/2020 00:00;195708;195923;-0.10985754286998999;45176909;30776773
;21/05/2020 06:00;223461;216971;2.90430992432684;51334244;35541281
;21/05/2020 12:00;250430;233569;6.732819550373358;50546077;31165405
;21/05/2020 18:00;231197;231876;-0.29368893194980905;56924464;40257412
;22/05/2020 00:00;196429;186434;5.088352534503561;41791875;25471154
;22/05/2020 06:00;228137;228797;-0.28929985052841056;46917455;32533509
;22/05/2020 12:00;250055;247838;0.8866049469116795;45045171;29805773
;22/05/2020 18:00;231627;235243;-1.5611306108527936;47203947;31787228
;23/05/2020 00:00;189830;188055;0.9350471474477163;36414822;21293280
;23/05/2020 06:00;200670;203047;-1.184531818408332;39625720;23803849
;23/05/2020 12:00;243521;231478;4.945364054845372;41123286;21496449
;23/05/2020 18:00;221399;221654;-0.11517667198135492;38792816;23090823
;24/05/2020 00:00;188526;182634;3.1252983673339485;34825823;18285695
;24/05/2020 06:00;200715;191210;4.735570336048626;34960180;17166235
;24/05/2020 12:00;223389;215437;3.5597097439891847;37985627;19636057
;24/05/2020 18:00;209597;216330;-3.2123551386708775;38772280;24024805
;25/05/2020 00:00;187738;184947;1.4866462836506193;35086532;20554444
;25/05/2020 06:00;254546;252241;0.9055337738561989;56658146;38510326
;25/05/2020 12:00;271620;265936;2.0926294087327886;55744086;37417725
;25/05/2020 18:00;245532;249203;-1.4951207989182673;58672765;42243690
;26/05/2020 00:00;205434;199684;2.7989524616178434;46365143;31915672
;26/05/2020 06:00;257413;256709;0.2734904608547354;64310311;45696352
;26/05/2020 12:00;277243;267272;3.5964839509022775;61083502;41850506
;26/05/2020 18:00;247915;249318;-0.5659197708892161;63599073;46079977
;27/05/2020 00:00;204768;199640;2.5042975464916393;49521823;34375443
;27/05/2020 06:00;257065;255706;0.5286600665201409;64367154;45587544
;27/05/2020 12:00;277942;267253;3.845766382914421;57078111;39185125
;27/05/2020 18:00;252667;250277;0.9459090423363558;59018826;42215217
;28/05/2020 00:00;209489;195830;6.520151416064805;46423273;30007290
;28/05/2020 06:00;258953;253343;2.166416299482918;61331165;43457552
;28/05/2020 12:00;283972;267164;5.918893412026538;57526294;38310079
;28/05/2020 18:00;252571;251111;0.5780552795055648;59044679;42407000
;29/05/2020 00:00;208661;197247;5.4701166006105595;47076726;32008682
;29/05/2020 06:00;256802;252972;1.4914214063753397;61962420;43772123
;29/05/2020 12:00;275288;258624;6.0532969108715236;55100501;37086196
;29/05/2020 18:00;245667;241407;1.7340546349326529;56234902;38996191
;30/05/2020 00:00;194295;186462;4.031498494557245;38894643;24799417
;30/05/2020 06:00;208457;204287;2.0004125551072884;42418518;27309251
;30/05/2020 12:00;238290;225858;5.217172353015234;42195765;23127306
;30/05/2020 18:00;216008;218937;-1.355968297470464;41737065;26700137
;31/05/2020 00:00;176151;176892;-0.4206618185534002;33467681;19747612
;31/05/2020 06:00;185590;181498;2.204860175656016;36318174;20718363
;31/05/2020 12:00;228784;212394;7.163962514861179;38065541;19228222
;31/05/2020 18:00;210310;210067;0.11554372117350577;38847112;24613047
;01/06/2020 00:00;182014;177279;2.601448240245256;34046092;20716107
;01/06/2020 06:00;211667;208449;1.5203125664369033;43447299;29536542
;01/06/2020 12:00;246998;232002;6.071304221086811;45626661;27603482
;01/06/2020 18:00;227311;227427;-0.051031406311177196;50755484;36708270
;02/06/2020 00:00;194635;184441;5.237495825519562;44584397;29408426
;02/06/2020 06:00;252834;252689;0.057349881740588686;64803862;45641782
;02/06/2020 12:00;274097;269670;1.6151216540129953;61399194;41980238
;02/06/2020 18:00;245316;251735;-2.6166250876420616;65031150;47116692
;03/06/2020 00:00;202854;196885;2.9425103769213328;51466488;35608948
;03/06/2020 06:00;256109;257693;-0.6184866599768067;66013213;47295982
;03/06/2020 12:00;278939;271088;2.8145938717784174;65048023;44619935
;03/06/2020 18:00;254383;254647;-0.1037805199246805;61584775;43702039
;04/06/2020 00:00;210724;199180;5.478255917693286;49103514;33355309
;04/06/2020 06:00;260927;259503;0.54574651147639;66594672;47268549
;04/06/2020 12:00;274270;269510;1.7355160972764065;63470241;43766713
;04/06/2020 18:00;254396;252759;0.6434849604553531;58213574;40888786
;05/06/2020 00:00;207089;195659;5.519366069660871;43363957;28428173
;05/06/2020 06:00;253773;253948;-0.06895926674626536;57733486;41313201
;05/06/2020 12:00;271629;261454;3.7459181457060917;49561756;35402848
;05/06/2020 18:00;250898;241593;3.708678427089893;49238057;35105678
;06/06/2020 00:00;193374;189157;2.180748187450226;33559438;20247353
;06/06/2020 06:00;212927;207227;2.676973798531891;37964683;22993561
;06/06/2020 12:00;247174;231065;6.517271234029469;39548649;22449587
;06/06/2020 18:00;220628;216202;2.00609170186921;40688400;27132620
;07/06/2020 00:00;182906;177449;2.98349972116825;31637265;18827895
;07/06/2020 06:00;194551;187802;3.469013266444274;34803116;20528328
;07/06/2020 12:00;225881;216602;4.107915229700595;38650303;22871272
;07/06/2020 18:00;216993;214537;1.1318337457890346;48139011;31910062
;08/06/2020 00:00;190449;182511;4.168044988422097;46152045;28862897
;08/06/2020 06:00;246780;248654;-0.7593808250263392;65191443;45231876
;08/06/2020 12:00;267919;263429;1.6758796501927822;65740911;44974369
;08/06/2020 18:00;246765;246358;0.16493424918444674;65445123;46064656
;09/06/2020 00:00;204170;194178;4.893960914923838;53776108;35632030
;09/06/2020 06:00;254342;256824;-0.9758514126648372;71417497;50042245
;09/06/2020 12:00;269896;267831;0.7651095236683759;71259612;49019691
;09/06/2020 18:00;248581;250229;-0.6629629778623467;68685663;48125227
;10/06/2020 00:00;205394;196509;4.325832302793655;54557468;36168271
;10/06/2020 06:00;253219;258120;-1.9354787752893738;71382675;50193968
;10/06/2020 12:00;269477;268731;0.2768325311622142;71062508;49001785
;10/06/2020 18:00;244897;249297;-1.7966737036386726;65120179;45579973
;11/06/2020 00:00;202083;194616;3.69501640415077;49631008;31234151
;11/06/2020 06:00;238423;237174;0.5238588558989694;57924049;37449138
;11/06/2020 12:00;261489;252383;3.4823644589256144;54140227;34324205
;11/06/2020 18:00;239583;237290;0.9570795924585633;55009073;36975878
;12/06/2020 00:00;206921;191497;7.454052512794738;45019458;26547098
;12/06/2020 06:00;247406;247224;0.0735632927253179;54762471;36061516
;12/06/2020 12:00;276422;261464;5.411291431217486;53004944;33012863
;12/06/2020 18:00;239647;239138;0.21239573205589887;50946475;33915961
;13/06/2020 00:00;194092;188100;3.0871957628341202;38486392;23072978
;13/06/2020 06:00;211254;208982;1.0754825944124136;44670187;28026641
;13/06/2020 12:00;239538;231198;3.4817022768829995;45873868;26872964
;13/06/2020 18:00;215999;218248;-1.0412085241135376;44457416;28846260
;14/06/2020 00:00;181034;179284;0.9666692444513186;36338382;22181959
;14/06/2020 06:00;184926;186762;-0.9928295642581356;37884339;23634378
;14/06/2020 12:00;216922;216520;0.1853200689648814;38768800;23496639
;14/06/2020 18:00;209809;215983;-2.942676434280703;46105433;30544151
;15/06/2020 00:00;189299;183950;2.825688461111786;43773926;27474228
;15/06/2020 06:00;248888;255137;-2.5107678955996273;66601550;46041444
;15/06/2020 12:00;269760;270232;-0.1749703440094899;69924700;47201431
;15/06/2020 18:00;244741;252323;-3.0979688732169928;68485977;48108979
;16/06/2020 00:00;199724;197725;1.000881216078188;56404422;37580331
;16/06/2020 06:00;250248;262282;-4.808829640996132;71797348;49579074
;16/06/2020 12:00;266453;268856;-0.9018476053938218;71152478;48019654
;16/06/2020 18:00;244361;253544;-3.7579646506602935;69287994;48675601
;17/06/2020 00:00;200384;198720;0.830405621207282;57549482;38228580
;17/06/2020 06:00;251670;261018;-3.714387888902134;72626918;49874861
;17/06/2020 12:00;271685;274704;-1.111213353700057;72268602;48367727
;17/06/2020 18:00;248560;255533;-2.8053588670743483;68516767;47729497
;18/06/2020 00:00;208524;199889;4.141010147512996;56515667;36575987
;18/06/2020 06:00;251563;263664;-4.810325842830623;68934309;48066596
;18/06/2020 12:00;272074;274576;-0.9196027551327948;68089779;46657239
;18/06/2020 18:00;244858;253096;-3.3643989577632754;68005903;48442450
;19/06/2020 00:00;203931;197622;3.0936934551392383;56061635;36982538
;19/06/2020 06:00;249694;254445;-1.9027289402228327;68409313;47150254
;19/06/2020 12:00;268534;264468;1.5141471843416476;66891627;44546980
;19/06/2020 18:00;238889;242659;-1.5781388008656738;62147997;43441068
;20/06/2020 00:00;195432;190199;2.6776577019116625;47486841;30760648
;20/06/2020 06:00;209742;209327;0.1978621353853782;46618051;31231145
;20/06/2020 12:00;241942;232492;3.9058948012333534;47459363;29022121
;20/06/2020 18:00;215583;220711;-2.3786662213625376;47563142;32551745
;21/06/2020 00:00;177279;180403;-1.7621940556975164;38059505;23633199
;21/06/2020 06:00;193159;190899;1.1700205530159091;36271722;21417755
;21/06/2020 12:00;224845;219725;2.277124241143899;38838099;21459880
;21/06/2020 18:00;216488;217488;-0.4619193673552345;47993403;31598432
;22/06/2020 00:00;190183;183918;3.2941955905627736;45140413;26980140
;22/06/2020 06:00;253044;258256;-2.059720839063562;65087936;42810392
;22/06/2020 12:00;281309;277077;1.5043955223615313;65404083;41279131
;22/06/2020 18:00;247303;258077;-4.356598989903074;64212946;42828579
;23/06/2020 00:00;202730;200546;1.0772949242835297;56490893;34784536
;23/06/2020 06:00;254543;264219;-3.8013223698942813;71053389;46512461
;23/06/2020 12:00;281538;280311;0.4358203865907977;67405630;42740124
;23/06/2020 18:00;246686;259797;-5.3148537006558945;67627100;46060924
;24/06/2020 00:00;204984;200389;2.241638371775358;56441786;35592655
;24/06/2020 06:00;250930;261516;-4.218706412146814;69965399;46643670
;24/06/2020 12:00;280287;281912;-0.5797628858990963;70025954;45330094
;24/06/2020 18:00;250898;261276;-4.136342258607083;69434184;46707212
;25/06/2020 00:00;212823;201452;5.342937558440583;59409443;35960126
;25/06/2020 06:00;260486;266675;-2.37594342882151;73808548;48958777
;25/06/2020 12:00;290655;287590;1.054514802773047;73399502;47148837
;25/06/2020 18:00;255759;264587;-3.451686939658037;71038941;47878419
;26/06/2020 00:00;212836;202813;4.709259711702908;57769680;35648546
;26/06/2020 06:00;260967;265839;-1.8669027118371289;71915977;47380747
;26/06/2020 12:00;283344;280793;0.9003190468123553;69220434;43969857
;26/06/2020 18:00;242069;253169;-4.585469432269312;64708284;43873843
;27/06/2020 00:00;198911;195840;1.543906571280623;52258262;33145158
;27/06/2020 06:00;217634;215859;0.815589475909095;53491151;34138567
;27/06/2020 12:00;254736;240178;5.714936247723133;51463202;30757933
;27/06/2020 18:00;230843;230807;0.01559501479360431;54394104;35431979
;28/06/2020 00:00;185689;184232;0.7846452940131079;40196070;23579499
;28/06/2020 06:00;197670;193346;2.187484190823089;39770582;22547708
;28/06/2020 12:00;239079;227208;4.965304355464093;42445970;22496224
;28/06/2020 18:00;226638;227271;-0.27930002912133;54249268;34246409
TOTAL;;191625299;186583145;;42700493593;29280028150
