Date;Zone;Carbon Intensity;consumption;production;import;export;fossilFreePercentage;renewablePercentage;powerConsumptionTotal;powerProductionTotal;powerImportTotal;powerExportTotal
2020-01-01 00:00:00;IT-CNO;253;{'nuclear': 45, 'geothermal': 649, 'biomass': 66, 'coal': 116, 'wind': 194, 'solar': 0, 'hydro': 507, 'gas': 753, 'oil': 2, 'unknown': 161, 'hydro discharge': 1, 'battery discharge': None};{'nuclear': None, 'geothermal': 661, 'biomass': 24, 'coal': None, 'wind': 25, 'solar': None, 'hydro': 310, 'gas': 290, 'oil': None, 'unknown': 78, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 352, 'FR-COR': 0, 'IT-CSO': 801};{'IT-NO': 0, 'FR-COR': 48, 'IT-CSO': 0};59;57;2493;1388;1153;48
2020-01-01 03:00:00;IT-CNO;284;{'nuclear': 1, 'geothermal': 410, 'biomass': 81, 'coal': 200, 'wind': 494, 'solar': 0, 'hydro': 247, 'gas': 716, 'oil': 2, 'unknown': 121, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 662, 'biomass': 24, 'coal': None, 'wind': 28, 'solar': None, 'hydro': 166, 'gas': 280, 'oil': None, 'unknown': 74, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2432};{'IT-NO': 1346, 'FR-COR': 48, 'IT-CSO': 0};54;54;2272;1234;2432;1394
2020-01-01 06:00:00;IT-CNO;277;{'nuclear': 0, 'geothermal': 432, 'biomass': 83, 'coal': 211, 'wind': 522, 'solar': 7, 'hydro': 299, 'gas': 720, 'oil': 2, 'unknown': 130, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 662, 'biomass': 24, 'coal': None, 'wind': 18, 'solar': 1, 'hydro': 194, 'gas': 283, 'oil': None, 'unknown': 80, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2423};{'IT-NO': 1231, 'FR-COR': 48, 'IT-CSO': 0};56;56;2406;1262;2423;1279
2020-01-01 09:00:00;IT-CNO;199;{'nuclear': 0, 'geothermal': 398, 'biomass': 68, 'coal': 183, 'wind': 368, 'solar': 771, 'hydro': 306, 'gas': 445, 'oil': 2, 'unknown': 120, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 659, 'biomass': 24, 'coal': None, 'wind': 8, 'solar': 649, 'hydro': 280, 'gas': 280, 'oil': None, 'unknown': 99, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2411};{'IT-NO': 1701, 'FR-COR': 48, 'IT-CSO': 0};72;72;2661;1999;2411;1749
2020-01-01 12:00:00;IT-CNO;196;{'nuclear': 0, 'geothermal': 387, 'biomass': 68, 'coal': 184, 'wind': 350, 'solar': 813, 'hydro': 330, 'gas': 440, 'oil': 2, 'unknown': 115, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 656, 'biomass': 24, 'coal': None, 'wind': 15, 'solar': 705, 'hydro': 336, 'gas': 271, 'oil': None, 'unknown': 92, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2454};{'IT-NO': 1824, 'FR-COR': 40, 'IT-CSO': 0};72;72;2689;2099;2454;1864
2020-01-01 15:00:00;IT-CNO;217;{'nuclear': 89, 'geothermal': 643, 'biomass': 60, 'coal': 81, 'wind': 236, 'solar': 37, 'hydro': 685, 'gas': 644, 'oil': 2, 'unknown': 198, 'hydro discharge': 1, 'battery discharge': None};{'nuclear': None, 'geothermal': 655, 'biomass': 24, 'coal': None, 'wind': 19, 'solar': 28, 'hydro': 434, 'gas': 269, 'oil': None, 'unknown': 100, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 620, 'FR-COR': 0, 'IT-CSO': 576};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};65;62;2676;1529;1196;49
2020-01-01 18:00:00;IT-CNO;219;{'nuclear': 204, 'geothermal': 648, 'biomass': 56, 'coal': 29, 'wind': 28, 'solar': 0, 'hydro': 1064, 'gas': 832, 'oil': 2, 'unknown': 245, 'hydro discharge': 32, 'battery discharge': None};{'nuclear': None, 'geothermal': 658, 'biomass': 25, 'coal': None, 'wind': 12, 'solar': None, 'hydro': 503, 'gas': 279, 'oil': None, 'unknown': 96, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1587, 'FR-COR': 0, 'IT-CSO': 29};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};63;57;3140;1573;1616;49
2020-01-01 21:00:00;IT-CNO;224;{'nuclear': 158, 'geothermal': 632, 'biomass': 51, 'coal': 20, 'wind': 27, 'solar': 0, 'hydro': 773, 'gas': 783, 'oil': 2, 'unknown': 185, 'hydro discharge': 14, 'battery discharge': None};{'nuclear': None, 'geothermal': 659, 'biomass': 24, 'coal': None, 'wind': 22, 'solar': None, 'hydro': 417, 'gas': 280, 'oil': None, 'unknown': 77, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1278, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 64};61;56;2644;1479;1278;113
2020-01-02 00:00:00;IT-CNO;280;{'nuclear': 1, 'geothermal': 497, 'biomass': 76, 'coal': 168, 'wind': 409, 'solar': 0, 'hydro': 253, 'gas': 712, 'oil': 2, 'unknown': 138, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 659, 'biomass': 25, 'coal': None, 'wind': 7, 'solar': None, 'hydro': 167, 'gas': 279, 'oil': None, 'unknown': 97, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 1757};{'IT-NO': 684, 'FR-COR': 49, 'IT-CSO': 0};55;55;2258;1234;1757;733
2020-01-02 03:00:00;IT-CNO;284;{'nuclear': 1, 'geothermal': 399, 'biomass': 76, 'coal': 174, 'wind': 492, 'solar': 0, 'hydro': 216, 'gas': 713, 'oil': 2, 'unknown': 127, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 663, 'biomass': 24, 'coal': None, 'wind': 23, 'solar': None, 'hydro': 157, 'gas': 329, 'oil': None, 'unknown': 97, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2361};{'IT-NO': 1405, 'FR-COR': 49, 'IT-CSO': 0};54;54;2200;1293;2361;1454
2020-01-02 06:00:00;IT-CNO;279;{'nuclear': 110, 'geothermal': 638, 'biomass': 59, 'coal': 59, 'wind': 185, 'solar': 3, 'hydro': 661, 'gas': 1202, 'oil': 2, 'unknown': 281, 'hydro discharge': 5, 'battery discharge': None};{'nuclear': None, 'geothermal': 648, 'biomass': 24, 'coal': None, 'wind': 22, 'solar': 1, 'hydro': 365, 'gas': 714, 'oil': None, 'unknown': 156, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 816, 'FR-COR': 0, 'IT-CSO': 506};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};51;48;3203;1930;1322;49
2020-01-02 09:00:00;IT-CNO;221;{'nuclear': 36, 'geothermal': 640, 'biomass': 61, 'coal': 79, 'wind': 216, 'solar': 929, 'hydro': 656, 'gas': 1114, 'oil': 1, 'unknown': 235, 'hydro discharge': 11, 'battery discharge': None};{'nuclear': None, 'geothermal': 648, 'biomass': 24, 'coal': None, 'wind': 15, 'solar': 659, 'hydro': 462, 'gas': 713, 'oil': None, 'unknown': 147, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 362, 'FR-COR': 0, 'IT-CSO': 997};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};64;63;3978;2668;1359;49
2020-01-02 12:00:00;IT-CNO;231;{'nuclear': 53, 'geothermal': 637, 'biomass': 50, 'coal': 50, 'wind': 118, 'solar': 908, 'hydro': 386, 'gas': 1084, 'oil': 1, 'unknown': 204, 'hydro discharge': 7, 'battery discharge': None};{'nuclear': None, 'geothermal': 645, 'biomass': 24, 'coal': None, 'wind': 18, 'solar': 710, 'hydro': 252, 'gas': 782, 'oil': None, 'unknown': 134, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 432, 'FR-COR': 0, 'IT-CSO': 543};{'IT-NO': 0, 'FR-COR': 43, 'IT-CSO': 0};61;60;3497;2565;975;43
2020-01-02 15:00:00;IT-CNO;266;{'nuclear': 220, 'geothermal': 616, 'biomass': 50, 'coal': 14, 'wind': 29, 'solar': 35, 'hydro': 1145, 'gas': 1489, 'oil': 2, 'unknown': 340, 'hydro discharge': 18, 'battery discharge': None};{'nuclear': None, 'geothermal': 646, 'biomass': 25, 'coal': None, 'wind': 11, 'solar': 31, 'hydro': 593, 'gas': 717, 'oil': None, 'unknown': 152, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1976, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 143};53;47;3959;2175;1976;192
2020-01-02 18:00:00;IT-CNO;276;{'nuclear': 148, 'geothermal': 589, 'biomass': 49, 'coal': 19, 'wind': 44, 'solar': 0, 'hydro': 1222, 'gas': 1667, 'oil': 2, 'unknown': 315, 'hydro discharge': 26, 'battery discharge': None};{'nuclear': None, 'geothermal': 650, 'biomass': 25, 'coal': None, 'wind': 25, 'solar': None, 'hydro': 625, 'gas': 966, 'oil': None, 'unknown': 147, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2063, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 370};50;46;4082;2438;2063;419
2020-01-02 21:00:00;IT-CNO;293;{'nuclear': 131, 'geothermal': 592, 'biomass': 50, 'coal': 20, 'wind': 33, 'solar': 0, 'hydro': 649, 'gas': 1360, 'oil': 2, 'unknown': 256, 'hydro discharge': 16, 'battery discharge': None};{'nuclear': None, 'geothermal': 650, 'biomass': 25, 'coal': None, 'wind': 12, 'solar': None, 'hydro': 319, 'gas': 738, 'oil': None, 'unknown': 122, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1550, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 257};47;43;3110;1866;1550;306
2020-01-03 00:00:00;IT-CNO;292;{'nuclear': 107, 'geothermal': 567, 'biomass': 44, 'coal': 13, 'wind': 32, 'solar': 0, 'hydro': 346, 'gas': 1033, 'oil': 6, 'unknown': 171, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': 648, 'biomass': 25, 'coal': None, 'wind': 13, 'solar': None, 'hydro': 156, 'gas': 746, 'oil': None, 'unknown': 93, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 971, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 42, 'IT-CSO': 291};47;42;2319;1681;971;333
2020-01-03 03:00:00;IT-CNO;297;{'nuclear': 72, 'geothermal': 564, 'biomass': 39, 'coal': 7, 'wind': 30, 'solar': 0, 'hydro': 292, 'gas': 992, 'oil': 5, 'unknown': 164, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 648, 'biomass': 25, 'coal': None, 'wind': 19, 'solar': None, 'hydro': 150, 'gas': 758, 'oil': None, 'unknown': 99, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 789, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 40, 'IT-CSO': 283};46;43;2165;1699;789;323
2020-01-03 06:00:00;IT-CNO;297;{'nuclear': 193, 'geothermal': 486, 'biomass': 49, 'coal': 21, 'wind': 49, 'solar': 1, 'hydro': 680, 'gas': 1396, 'oil': 8, 'unknown': 281, 'hydro discharge': 27, 'battery discharge': None};{'nuclear': None, 'geothermal': 649, 'biomass': 25, 'coal': None, 'wind': 15, 'solar': 1, 'hydro': 350, 'gas': 826, 'oil': None, 'unknown': 144, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2253, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 40, 'IT-CSO': 1033};46;40;3190;2010;2253;1073
2020-01-03 09:00:00;IT-CNO;280;{'nuclear': 138, 'geothermal': 563, 'biomass': 43, 'coal': 13, 'wind': 42, 'solar': 454, 'hydro': 682, 'gas': 1622, 'oil': 6, 'unknown': 296, 'hydro discharge': 32, 'battery discharge': None};{'nuclear': None, 'geothermal': 648, 'biomass': 24, 'coal': None, 'wind': 19, 'solar': 434, 'hydro': 375, 'gas': 992, 'oil': None, 'unknown': 168, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1821, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 46, 'IT-CSO': 545};50;46;3890;2660;1821;591
2020-01-03 12:00:00;IT-CNO;274;{'nuclear': 123, 'geothermal': 568, 'biomass': 42, 'coal': 7, 'wind': 40, 'solar': 645, 'hydro': 424, 'gas': 1414, 'oil': 6, 'unknown': 300, 'hydro discharge': 19, 'battery discharge': None};{'nuclear': None, 'geothermal': 644, 'biomass': 25, 'coal': None, 'wind': 19, 'solar': 574, 'hydro': 207, 'gas': 815, 'oil': None, 'unknown': 175, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1607, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 428};52;48;3589;2459;1607;477
2020-01-03 15:00:00;IT-CNO;306;{'nuclear': 202, 'geothermal': 474, 'biomass': 47, 'coal': 12, 'wind': 38, 'solar': 22, 'hydro': 909, 'gas': 1802, 'oil': 8, 'unknown': 342, 'hydro discharge': 54, 'battery discharge': None};{'nuclear': None, 'geothermal': 640, 'biomass': 24, 'coal': None, 'wind': 14, 'solar': 29, 'hydro': 497, 'gas': 1022, 'oil': None, 'unknown': 181, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2873, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 48, 'IT-CSO': 1322};44;39;3910;2407;2873;1370
2020-01-03 18:00:00;IT-CNO;287;{'nuclear': 165, 'geothermal': 568, 'biomass': 47, 'coal': 13, 'wind': 46, 'solar': 0, 'hydro': 1109, 'gas': 1677, 'oil': 7, 'unknown': 348, 'hydro discharge': 57, 'battery discharge': None};{'nuclear': None, 'geothermal': 668, 'biomass': 24, 'coal': None, 'wind': 28, 'solar': None, 'hydro': 553, 'gas': 1023, 'oil': None, 'unknown': 178, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2273, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 661};48;44;4037;2474;2273;710
2020-01-03 21:00:00;IT-CNO;289;{'nuclear': 167, 'geothermal': 599, 'biomass': 48, 'coal': 10, 'wind': 46, 'solar': 0, 'hydro': 606, 'gas': 1286, 'oil': 7, 'unknown': 278, 'hydro discharge': 14, 'battery discharge': None};{'nuclear': None, 'geothermal': 667, 'biomass': 24, 'coal': None, 'wind': 32, 'solar': None, 'hydro': 307, 'gas': 730, 'oil': None, 'unknown': 145, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1503, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 299};48;42;3060;1905;1503;348
2020-01-04 00:00:00;IT-CNO;308;{'nuclear': None, 'geothermal': 609, 'biomass': 61, 'coal': 127, 'wind': 274, 'solar': None, 'hydro': 206, 'gas': 1051, 'oil': 2, 'unknown': 130, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 666, 'biomass': 24, 'coal': None, 'wind': 26, 'solar': None, 'hydro': 136, 'gas': 753, 'oil': None, 'unknown': 91, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 996};{'IT-NO': 183, 'FR-COR': 49, 'IT-CSO': 0};47;47;2460;1696;996;232
2020-01-04 03:00:00;IT-CNO;314;{'nuclear': None, 'geothermal': 535, 'biomass': 67, 'coal': 140, 'wind': 294, 'solar': None, 'hydro': 197, 'gas': 1012, 'oil': 2, 'unknown': 128, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 666, 'biomass': 24, 'coal': None, 'wind': 13, 'solar': None, 'hydro': 144, 'gas': 783, 'oil': None, 'unknown': 89, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 1238};{'IT-NO': 532, 'FR-COR': 49, 'IT-CSO': 0};46;46;2376;1719;1238;581
2020-01-04 06:00:00;IT-CNO;306;{'nuclear': 28, 'geothermal': 655, 'biomass': 57, 'coal': 99, 'wind': 167, 'solar': 2, 'hydro': 412, 'gas': 1266, 'oil': 3, 'unknown': 182, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 666, 'biomass': 17, 'coal': None, 'wind': 7, 'solar': None, 'hydro': 267, 'gas': 783, 'oil': None, 'unknown': 108, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 245, 'FR-COR': 0, 'IT-CSO': 827};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};46;45;2871;1848;1072;49
2020-01-04 09:00:00;IT-CNO;253;{'nuclear': 148, 'geothermal': 617, 'biomass': 46, 'coal': 9, 'wind': 22, 'solar': 483, 'hydro': 646, 'gas': 1297, 'oil': 6, 'unknown': 244, 'hydro discharge': 16, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 24, 'coal': None, 'wind': 6, 'solar': 390, 'hydro': 384, 'gas': 818, 'oil': None, 'unknown': 118, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1403, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 225};55;51;3534;2405;1403;274
2020-01-04 12:00:00;IT-CNO;254;{'nuclear': 131, 'geothermal': 505, 'biomass': 43, 'coal': 12, 'wind': 24, 'solar': 576, 'hydro': 344, 'gas': 1069, 'oil': 6, 'unknown': 188, 'hydro discharge': 0, 'battery discharge': None};{'nuclear': None, 'geothermal': 664, 'biomass': 24, 'coal': None, 'wind': 7, 'solar': 519, 'hydro': 154, 'gas': 747, 'oil': None, 'unknown': 95, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1599, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 34, 'IT-CSO': 876};55;51;2899;2210;1599;910
2020-01-04 15:00:00;IT-CNO;300;{'nuclear': 238, 'geothermal': 463, 'biomass': 49, 'coal': 16, 'wind': 33, 'solar': 28, 'hydro': 636, 'gas': 1456, 'oil': 8, 'unknown': 265, 'hydro discharge': 13, 'battery discharge': None};{'nuclear': None, 'geothermal': 657, 'biomass': 24, 'coal': None, 'wind': 12, 'solar': 28, 'hydro': 363, 'gas': 960, 'oil': None, 'unknown': 128, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2375, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 46, 'IT-CSO': 1296};45;38;3205;2172;2375;1342
2020-01-04 18:00:00;IT-CNO;282;{'nuclear': 166, 'geothermal': 541, 'biomass': 50, 'coal': 20, 'wind': 44, 'solar': 0, 'hydro': 1020, 'gas': 1523, 'oil': 7, 'unknown': 291, 'hydro discharge': 36, 'battery discharge': None};{'nuclear': None, 'geothermal': 664, 'biomass': 24, 'coal': None, 'wind': 16, 'solar': None, 'hydro': 498, 'gas': 972, 'oil': None, 'unknown': 145, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 2219, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 790};49;44;3699;2319;2219;839
2020-01-04 21:00:00;IT-CNO;305;{'nuclear': 134, 'geothermal': 516, 'biomass': 48, 'coal': 22, 'wind': 44, 'solar': 0, 'hydro': 542, 'gas': 1297, 'oil': 7, 'unknown': 260, 'hydro discharge': 9, 'battery discharge': None};{'nuclear': None, 'geothermal': 651, 'biomass': 24, 'coal': None, 'wind': 16, 'solar': None, 'hydro': 301, 'gas': 884, 'oil': None, 'unknown': 139, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1616, 'FR-COR': 0, 'IT-CSO': 0};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 703};45;40;2879;2015;1616;752
2020-01-05 00:00:00;IT-CNO;305;{'nuclear': 2, 'geothermal': 623, 'biomass': 67, 'coal': 155, 'wind': 251, 'solar': 0, 'hydro': 229, 'gas': 894, 'oil': 2, 'unknown': 159, 'hydro discharge': 20, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 23, 'coal': None, 'wind': 23, 'solar': None, 'hydro': 121, 'gas': 502, 'oil': None, 'unknown': 100, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 1130};{'IT-NO': 114, 'FR-COR': 49, 'IT-CSO': 0};50;50;2401;1434;1130;163
2020-01-05 03:00:00;IT-CNO;277;{'nuclear': 1, 'geothermal': 420, 'biomass': 86, 'coal': 207, 'wind': 604, 'solar': 0, 'hydro': 193, 'gas': 679, 'oil': 2, 'unknown': 137, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 23, 'coal': None, 'wind': 15, 'solar': None, 'hydro': 130, 'gas': 309, 'oil': None, 'unknown': 84, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2466};{'IT-NO': 1313, 'FR-COR': 49, 'IT-CSO': 0};56;56;2330;1226;2466;1362
2020-01-05 06:00:00;IT-CNO;239;{'nuclear': None, 'geothermal': 655, 'biomass': 95, 'coal': 188, 'wind': 780, 'solar': 16, 'hydro': 369, 'gas': 820, 'oil': 2, 'unknown': 165, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 23, 'coal': None, 'wind': 18.000000000000004, 'solar': None, 'hydro': 262, 'gas': 305, 'oil': None, 'unknown': 84, 'hydro discharge': None, 'battery discharge': None};{'FR-COR': 0, 'IT-CSO': 1781};{'FR-COR': 49, 'IT-CSO': 0};62;62;3089;1357;1781;49
2020-01-05 09:00:00;IT-CNO;180;{'nuclear': None, 'geothermal': 446, 'biomass': 71, 'coal': 143, 'wind': 705, 'solar': 761, 'hydro': 280, 'gas': 518, 'oil': 1, 'unknown': 139, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 666, 'biomass': 22, 'coal': None, 'wind': 21, 'solar': 554, 'hydro': 280, 'gas': 291, 'oil': None, 'unknown': 103, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2641};{'IT-NO': 1466, 'FR-COR': 49, 'IT-CSO': 0};74;74;3063;1937;2641;1515
2020-01-05 12:00:00;IT-CNO;174;{'nuclear': None, 'geothermal': 447, 'biomass': 59, 'coal': 122, 'wind': 604, 'solar': 820, 'hydro': 163, 'gas': 459, 'oil': 1, 'unknown': 115, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 22, 'coal': None, 'wind': 25, 'solar': 683, 'hydro': 130, 'gas': 284, 'oil': None, 'unknown': 87, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2260};{'IT-NO': 1338, 'FR-COR': 27, 'IT-CSO': 0};75;75;2791;1896;2260;1365
2020-01-05 15:00:00;IT-CNO;224;{'nuclear': 65, 'geothermal': 655, 'biomass': 72, 'coal': 106, 'wind': 560, 'solar': 66, 'hydro': 482, 'gas': 743, 'oil': 3, 'unknown': 209, 'hydro discharge': 19, 'battery discharge': None};{'nuclear': None, 'geothermal': 665, 'biomass': 22, 'coal': None, 'wind': 16, 'solar': 36, 'hydro': 277, 'gas': 288, 'oil': None, 'unknown': 104, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 474, 'FR-COR': 0, 'IT-CSO': 1145};{'IT-NO': 0, 'FR-COR': 47, 'IT-CSO': 0};64;62;2980;1408;1619;47
2020-01-05 18:00:00;IT-CNO;235;{'nuclear': 143, 'geothermal': 657, 'biomass': 66, 'coal': 62, 'wind': 283, 'solar': 0, 'hydro': 914, 'gas': 994, 'oil': 6, 'unknown': 260, 'hydro discharge': 90, 'battery discharge': None};{'nuclear': None, 'geothermal': 666, 'biomass': 22, 'coal': None, 'wind': 32, 'solar': None, 'hydro': 434, 'gas': 296, 'oil': None, 'unknown': 101, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 1448, 'FR-COR': 0, 'IT-CSO': 524};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};61;57;3474;1551;1972;49
2020-01-05 21:00:00;IT-CNO;221;{'nuclear': 40, 'geothermal': 641, 'biomass': 71, 'coal': 111, 'wind': 567, 'solar': 0, 'hydro': 533, 'gas': 724, 'oil': 3, 'unknown': 178, 'hydro discharge': 30, 'battery discharge': None};{'nuclear': None, 'geothermal': 652, 'biomass': 23, 'coal': None, 'wind': 45, 'solar': None, 'hydro': 371, 'gas': 294, 'oil': None, 'unknown': 83, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 406, 'FR-COR': 0, 'IT-CSO': 1072};{'IT-NO': 0, 'FR-COR': 49, 'IT-CSO': 0};65;63;2897;1468;1478;49
2020-01-06 00:00:00;IT-CNO;258;{'nuclear': 0, 'geothermal': 414, 'biomass': 90, 'coal': 166, 'wind': 696, 'solar': 0, 'hydro': 225, 'gas': 689, 'oil': 2, 'unknown': 147, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 628, 'biomass': 24, 'coal': None, 'wind': 39, 'solar': None, 'hydro': 129, 'gas': 305, 'oil': None, 'unknown': 93, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2465};{'IT-NO': 1205, 'FR-COR': 49, 'IT-CSO': 0};59;59;2429;1218;2465;1254
2020-01-06 03:00:00;IT-CNO;279;{'nuclear': None, 'geothermal': 431, 'biomass': 93, 'coal': 192, 'wind': 578, 'solar': None, 'hydro': 201, 'gas': 714, 'oil': 3, 'unknown': 142, 'hydro discharge': None, 'battery discharge': None};{'nuclear': None, 'geothermal': 671, 'biomass': 23, 'coal': None, 'wind': 34, 'solar': None, 'hydro': 114, 'gas': 304, 'oil': None, 'unknown': 84, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 2433};{'IT-NO': 1259, 'FR-COR': 49, 'IT-CSO': 0};55;55;2355;1230;2433;1308
2020-01-06 06:00:00;IT-CNO;256;{'nuclear': None, 'geothermal': 549, 'biomass': 92, 'coal': 160, 'wind': 565, 'solar': 5, 'hydro': 364, 'gas': 802, 'oil': 3, 'unknown': 153, 'hydro discharge': 2, 'battery discharge': None};{'nuclear': None, 'geothermal': 671, 'biomass': 25, 'coal': None, 'wind': 29, 'solar': 1, 'hydro': 235, 'gas': 329, 'oil': None, 'unknown': 89, 'hydro discharge': None, 'battery discharge': None};{'IT-NO': 0, 'FR-COR': 0, 'IT-CSO': 1912};{'IT-NO': 547, 'FR-COR': 49, 'IT-CSO': 0};59;59;2695;1379;1912;596
